id,shop_id,menu_category_id,name,kitchen_name,slug,description,hero_image_path,from_price_minor,sort_order,is_active,allergy_note,dietary_slugs,options_payload
,3,1,"RAMEN TOKYO SAUCE SOJA","RMN TKY SOJA",ramen-tokyo-sauce-soja,"Le grand classique de Tokyo : bouillon riche et parfumé à la sauce soja, nouilles fraîches et œuf mollet coulant. Un ramen authentique, réconfortant et savoureux qui incarne l'âme culinaire de la capitale japonaise à chaque bouchée.",ramentokyo.jpg,29000,11,1,,,"{""rules"":{""style_required"":true},""styles"":[{""id"":""poulet-legumes"",""name"":""Poulet & légumes"",""price_minor"":29000},{""id"":""paiko-poulet-frits"",""name"":""Paiko poulet frits"",""price_minor"":33000},{""id"":""boeuf-bbq-150g"",""name"":""Bœuf bbq (150g)"",""price_minor"":43000},{""id"":""fruits-de-mer"",""name"":""Fruits de mer"",""price_minor"":39000}],""toppings"":[{""id"":""algue-wakame"",""name"":""Algue wakame"",""price_delta_minor"":3500},{""id"":""spicy"",""name"":""Spicy"",""price_delta_minor"":1000},{""id"":""diable-spicy"",""name"":""Diable spicy"",""price_delta_minor"":2000},{""id"":""feuilles-de-nori-4-pieces"",""name"":""Feuilles de nori 4 pièces"",""price_delta_minor"":2500},{""id"":""nori-emincees"",""name"":""Nori émincées"",""price_delta_minor"":2500}]}"
,3,1,"RAMEN SAPPORO MISO SPICY","RMN SAPP MISO",ramen-sapporo-miso-spicy,"Ramen du nord du Japon au bouillon miso pimenté, riche et profond. Nouilles fraîches, œuf mollet et épices qui réchauffent corps et âme. Une explosion umami puissante, parfaite pour les amateurs de saveurs intenses et piquantes.",ramensappo.jpg,29000,12,1,,,"{""rules"":{""style_required"":true},""styles"":[{""id"":""poulet-legumes"",""name"":""Poulet & légumes"",""price_minor"":29000},{""id"":""paiko-poulet-frits"",""name"":""Paiko poulet frits"",""price_minor"":33000},{""id"":""boeuf-bbq-150g"",""name"":""Bœuf bbq (150g)"",""price_minor"":43000},{""id"":""fruits-de-mer"",""name"":""Fruits de mer"",""price_minor"":39000}],""toppings"":[{""id"":""algues-wakame"",""name"":""Algues wakame"",""price_delta_minor"":3500},{""id"":""spicy"",""name"":""Spicy"",""price_delta_minor"":1000},{""id"":""diable-spicy"",""name"":""Diable spicy"",""price_delta_minor"":2000},{""id"":""feuilles-de-nori-4-pieces"",""name"":""Feuilles de nori 4 pièces"",""price_delta_minor"":2500},{""id"":""nori-emincees"",""name"":""Nori émincées"",""price_delta_minor"":2500}]}"
,3,1,"RAMEN TANTAN SPICY","RMN TANTAN",ramen-tantan-spicy,"Ramen tantan au bouillon crémeux de sésame et miso, garni de bœuf haché épicé. Nouilles fraîches, arômes profonds et piquant maîtrisé. Un plat audacieux et gourmand qui conjugue richesse, épices et umami pour un plaisir intense.",01KK8TRQTVEWA1C4NAXP0SC3YF.jpg,28000,13,1,,,"{""rules"":{""style_required"":true},""styles"":[{""id"":""classique"",""name"":""Classique"",""price_minor"":28000},{""id"":""paiko-poulet-frits"",""name"":""Paiko poulet frits"",""price_minor"":33000},{""id"":""boeuf-bbq-150g"",""name"":""Bœuf bbq (150g)"",""price_minor"":43000}],""toppings"":[{""id"":""ail-frit"",""name"":""Ail frit"",""price_delta_minor"":1000},{""id"":""diable-spicy"",""name"":""Diable spicy"",""price_delta_minor"":2000},{""id"":""oeuf-mollet"",""name"":""Œuf mollet"",""price_delta_minor"":2000},{""id"":""algues-wakame"",""name"":""Algues wakame"",""price_delta_minor"":3500},{""id"":""feuilles-de-nori-4-pieces"",""name"":""Feuilles de nori 4 pièces"",""price_delta_minor"":2500},{""id"":""nori-emincees"",""name"":""Nori émincées"",""price_delta_minor"":2500}]}"
,3,1,"RAMEN TOM YUM SPICY","RMN TOM YUM",ramen-tom-yum-spicy,"Ramen fusion japo-thaï au bouillon tom yum citronné, relevé et parfumé. Nouilles fraîches dans un bouillon vif aux notes acidulées et épicées. Un voyage gustatif audacieux entre Japon et Thaïlande, à savourer brûlant, intense et mémorable.",ramentomyu.jpg,30000,14,1,,,"{""rules"":{""style_required"":true},""styles"":[{""id"":""poulet"",""name"":""Poulet"",""price_minor"":36000},{""id"":""fruits-de-mer"",""name"":""Fruits de mer"",""price_minor"":38000},{""id"":""tomate-algue-nori"",""name"":""Tomate & algue nori"",""price_minor"":30000}],""toppings"":[{""id"":""diable-spicy"",""name"":""Diable spicy"",""price_delta_minor"":2000}]}"
,3,1,"MAZÉ MÉLANGÉ RAMEN (SANS BOUILLON)","RMN MAZE",maze-melange-ramen-sans-bouillon,"Ramen mazesoba sans bouillon : nouilles fraîches enrobées d'une sauce soja maison savoureuse. À mélanger soi-même pour libérer tous les arômes. Une version concentrée, intense et ludique du ramen, idéale pour les amateurs de saveurs pures.",ramenmazes.jpg,27000,15,1,,,"{""rules"":{""style_required"":true},""styles"":[{""id"":""veggie"",""name"":""Veggie"",""price_minor"":27000},{""id"":""paiko-poulet"",""name"":""Paiko poulet"",""price_minor"":33000},{""id"":""filet-de-boeuf-bbq-150g"",""name"":""Filet de bœuf bbq (150g)"",""price_minor"":39000},{""id"":""cajun-crevettes"",""name"":""Cajun crevettes"",""price_minor"":34000}],""toppings"":[{""id"":""spicy"",""name"":""Spicy"",""price_delta_minor"":1000},{""id"":""flocons-de-poisson"",""name"":""Flocons de poisson (鰹節)"",""price_delta_minor"":3000}]}"
,3,2,"UDON NIPPON AU GINGEMBRE","UDN NIP GIN",udon-nippon-au-gingembre,"Nouilles udon épaisses dans un bouillon chaud au gingembre frais et sauce soja maison. Un plat réconfortant, parfumé et vivifiant, typiquement japonais, qui réchauffe dès la première gorgée et transporte directement dans les rues de Tokyo.",01KK3GZHMB8W6554PNWRXBPYX9.jpg,30000,16,1,,,"{""rules"":{""style_required"":true},""styles"":[{""id"":""algues-mixtes"",""name"":""Algues mixtes"",""price_minor"":30000},{""id"":""paiko-poulet-frits"",""name"":""Paiko poulet frits"",""price_minor"":33000},{""id"":""fruits-de-mer"",""name"":""Fruits de mer"",""price_minor"":39000},{""id"":""boeuf-bbq-150g"",""name"":""Bœuf bbq (150g)"",""price_minor"":43000}],""toppings"":[{""id"":""algue-wakame"",""name"":""Algue wakame"",""price_delta_minor"":3500},{""id"":""spicy"",""name"":""Spicy"",""price_delta_minor"":1000},{""id"":""diable-spicy"",""name"":""Diable spicy"",""price_delta_minor"":2000},{""id"":""nori-emincees"",""name"":""Nori émincées"",""price_delta_minor"":2500}]}"
,3,2,"UDON KATSU POULET","UDN KATSU",udon-katsu-poulet,"Nouilles udon épaisses et soyeuses accompagnées d'un poulet pané croustillant à la japonaise. Un mariage parfait entre la douceur des nouilles et la gourmandise du katsu, pour un plat généreux, réconfortant et profondément satisfaisant.",udonkatsup.jpg,28000,17,1,,,"{""rules"":{""style_required"":false},""styles"":[],""toppings"":[{""id"":""algue-nori"",""name"":""Algue nori"",""price_delta_minor"":2000},{""id"":""omelette-double"",""name"":""Omelette double"",""price_delta_minor"":2000},{""id"":""fromage"",""name"":""Fromage"",""price_delta_minor"":2000},{""id"":""spicy"",""name"":""Spicy"",""price_delta_minor"":1000}]}"
,3,2,"UDON TOYA TÉRIYAKI SAUTÉE","UDN TOYA TERI",udon-toya-teriyaki-sautee,"Nouilles udon épaisses sautées au wok avec légumes émincés, enrobées de notre sauce soja teriyaki maison brillante et sucrée-salée. Un plat généreux, parfumé et profondément satisfaisant, véritable signature japonaise à déguster chaud, bouchée après bouchée.",ut0307.jpg,28000,18,1,,,"{""rules"":{""style_required"":true},""styles"":[{""id"":""algues-nori-legumes"",""name"":""Algues nori & légumes"",""price_minor"":28000},{""id"":""paiko-poulet-frits"",""name"":""Paiko poulet frits"",""price_minor"":33000},{""id"":""fruits-de-mer"",""name"":""Fruits de mer"",""price_minor"":39000},{""id"":""boeuf-bbq-150g"",""name"":""Bœuf bbq (150g)"",""price_minor"":43000}],""toppings"":[{""id"":""ail-frits"",""name"":""Ail frits"",""price_delta_minor"":1000},{""id"":""spicy"",""name"":""Spicy"",""price_delta_minor"":1000},{""id"":""diable-spicy"",""name"":""Diable spicy"",""price_delta_minor"":2000},{""id"":""nori-emincees"",""name"":""Nori émincées"",""price_delta_minor"":2500}]}"
,3,2,"UDON FORESTIÈR SAUTÉ","UDN FORE SAUT",udon-forestier-saute,"Udon sautés spécial hiver : nouilles nappées d'une crème d'épinards onctueuse et sauce soja maison, champignons parfumés, fromage fondant et zeste de citron. Un plat chaleureux, riche et réconfortant qui surprend par son mariage audacieux de saveurs.",uf0307.jpg,29000,19,1,,,"{""rules"":{""style_required"":true},""styles"":[{""id"":""fruits-de-mer"",""name"":""Fruits de mer"",""price_minor"":39000},{""id"":""poulet"",""name"":""Poulet"",""price_minor"":33000},{""id"":""algue-nori"",""name"":""Algue nori"",""price_minor"":29000}],""toppings"":[{""id"":""nori-emincee"",""name"":""Nori émincée"",""price_delta_minor"":2500},{""id"":""ail-frit"",""name"":""Ail frit"",""price_delta_minor"":1000}]}"
,3,3,"YAKISOBA NIPPON","YKSB NIP",yakisoba-nippon,"Nouilles fines sautées au wok dans notre sauce soja maison, garnies de légumes frais et d'arômes umami. Un classique des rues japonaises, savoureux, rapide et convivial, à savourer chaud pour un vrai voyage gourmand au Japon.",yakisobani.jpg,28000,20,1,,,"{""rules"":{""style_required"":true},""styles"":[{""id"":""algues-nori-legumes"",""name"":""Algues nori & légumes"",""price_minor"":28000},{""id"":""paiko-poulet-frits"",""name"":""Paiko poulet frits"",""price_minor"":33000},{""id"":""fruits-de-mer"",""name"":""Fruits de mer"",""price_minor"":39000}],""toppings"":[{""id"":""algue-nori"",""name"":""Algue nori"",""price_delta_minor"":2000},{""id"":""ail-frit"",""name"":""Ail frit"",""price_delta_minor"":1000},{""id"":""fromage"",""name"":""Fromage"",""price_delta_minor"":2000},{""id"":""spicy"",""name"":""Spicy"",""price_delta_minor"":1000},{""id"":""diable-spicy"",""name"":""Diable spicy"",""price_delta_minor"":2000}]}"
,3,4,"ONIGIRI (BOULETTE DE RIZ 1 PIÈCE)",ONGR,onigiri-boulette-de-riz-1-piece,"Boulette de riz japonaise soigneusement façonnée à la main, enveloppée d'une feuille de nori croustillante. Une bouchée authentique, légère et parfumée, idéale en entrée ou en accompagnement pour voyager au cœur du Japon.",onigiririz.jpg,5500,21,1,,,"{""rules"":{""style_required"":false},""styles"":[],""toppings"":[{""id"":""fromage"",""name"":""Fromage"",""price_delta_minor"":500},{""id"":""spicy"",""name"":""Spicy"",""price_delta_minor"":500}]}"
,3,4,"DONBURI BŒUF","DNB BOEUF",donburi-boeuf,"Généreuse portion de riz japonais surmontée de bœuf grillé (150g) et de légumes frais croquants. Un bol copieux, savoureux et parfaitement équilibré entre douceur du riz et richesse umami du bœuf. Contient du sésame. Un classique incontournable.",dbbf0307.jpg,37000,22,1,sésame,,"{""rules"":{""style_required"":true},""styles"":[{""id"":""sauce-miso-spicy"",""name"":""Sauce miso spicy"",""price_minor"":37000},{""id"":""sauce-bbq"",""name"":""Sauce bbq"",""price_minor"":37000}],""toppings"":[{""id"":""spicy"",""name"":""Spicy"",""price_delta_minor"":1000},{""id"":""ail-frit"",""name"":""Ail frit"",""price_delta_minor"":1500},{""id"":""algues-nori"",""name"":""Algues nori"",""price_delta_minor"":3000},{""id"":""gari-gingembre"",""name"":""Gari gingembre"",""price_delta_minor"":3000}]}"
,3,4,"DONBURI KATSU POULET FRIT","DNB KATSU",donburi-katsu-poulet-frit,"Bol de riz japonais chaud garni de poulet pané croustillant, oignons fondants et omelette vapeur moelleuse. Un classique réconfortant japonais où textures et saveurs se marient en parfaite harmonie pour un plaisir généreux et authentique à chaque bouchée.",dkpo0307.jpg,28000,23,1,,,"{""rules"":{""style_required"":false},""styles"":[],""toppings"":[{""id"":""fromage"",""name"":""Fromage"",""price_delta_minor"":2000},{""id"":""nori-emincee"",""name"":""Nori émincée"",""price_delta_minor"":2000},{""id"":""omelette-double"",""name"":""Omelette double"",""price_delta_minor"":2000},{""id"":""spicy"",""name"":""Spicy"",""price_delta_minor"":1000},{""id"":""diable-spicy"",""name"":""Diable spicy"",""price_delta_minor"":2000}]}"
,3,4,"RIZ BLANC 170G","RIZ BLC 170G",riz-blanc-170g,"Riz japonais blanc vapeur 170g, cuit à la perfection, moelleux et parfumé. L'accompagnement idéal pour sublimer tous vos plats asiatiques favoris.",rizb0307.jpg,4000,24,1,,,
,3,7,"SILKY ANNIN JELLY (杏仁豆腐)","SLK ANN JLY",silky-annin-jelly,"Gelée d'amande soyeuse et rafraîchissante, dessert japonais traditionnel à la texture fondante. Douce, parfumée et légère, idéale pour terminer le repas en beauté.",01KK3GWCD7CR58VQ65K5G8KF1F.jpg,9000,25,1,,,
,3,6,"EAU GRANDE 1.5L","EAU GR 1 5L",eau-grande-1-5l,"Grande bouteille d'eau plate 1.5L, parfaite pour accompagner tout le repas et bien s'hydrater.",01KK3FKSDXPTCNCG5CRED9XWMD.jpg,4000,26,1,,,
,3,6,"GARCI (EAU GAZEUSE) 1L","GARCI EAU",garci-eau-gazeuse-1l,"Eau gazeuse Garci 1L, bulles fines et rafraîchissantes. Idéale pour accompagner un bon repas japonais.",01KK3FMCPH9HKPVG2RJZ9RJ6H8.jpg,4000,27,1,,,
,3,6,"COCA COLA",COCA,coca-cola,"Coca-Cola classique, la boisson gazeuse iconique au goût unique. Pétillante, fraîche et toujours appréciée.",cocacola00.jpg,4000,28,1,,,
,3,6,"COCA ZERO","COCA ZERO",coca-zero,"Coca-Cola Zero sans sucre, au goût intense et pétillant. Le plaisir du Coca, zéro calorie garantie.",cocazero00.jpg,4000,29,1,,,
,3,6,SPRITE,SPRITE,sprite,"Sprite pétillante au citron-lime, fraîche et désaltérante. La boisson claire qui réveille les papilles.",spritesoda.jpg,4000,30,1,,,
,3,6,"FANTA ORANGE","FANTA ORG",fanta-orange,"Fanta Orange pétillante et fruitée, au goût vif et sucré. Le plaisir fruité qui met de bonne humeur.",01KK3FN1RS9G1WJJPH0JV84V4F.jpg,4000,31,1,,,
,3,6,BOGA,BOGA,boga,"Boga, la boisson tunisienne culte, pétillante et légèrement sucrée. Un goût unique et nostalgique.",bogasoda00.jpg,4000,32,1,,,
,3,6,"APPLA SODA","APPLA SODA",appla-soda,"Appla Soda à la pomme, pétillante et sucrée. Une saveur fruitée rafraîchissante très appréciée en Tunisie.",applasodaa.jpg,4000,33,1,,,
,3,6,ORANGINA,ORGN,orangina,"Orangina pétillante à la vraie pulpe d'orange. La boisson gazeuse fruitée qui rafraîchit depuis toujours.",orangina00.jpg,4000,34,1,,,
,3,6,"SCHWEPPES TONIC","SCHW TNC",schweppes-tonic,"Schweppes Tonic pétillant et amer, la boisson classique qui rafraîchit et accompagne parfaitement vos plats.",schweppest.jpg,4000,35,1,,,
,3,6,"SHARK ENERGY DRINK","SHARK ENRG",shark-energy-drink,"Shark Energy Drink, boisson énergisante puissante pour booster l'énergie. Pétillante et stimulante à souhait.",sharkenerg.jpg,8000,36,1,,,
,3,6,"MYSTIC KOMBUCHA - SAVEUR HIBISCUS","KMBCHA HIBIS",mystic-kombucha-saveur-hibiscus,"Kombucha artisanal tunisien à l'hibiscus bio, fermenté localement. Doux, floral, riche en probiotiques pour le bien-être.",kombuchahi.jpg,12000,37,1,,,
,3,6,"MYSTIC KOMBUCHA - CANNELLE PAMPLEMOUSSE","KMBCHA CANL",mystic-kombucha-cannelle-pamplemousse,"Kombucha artisanal tunisien aux notes de cannelle chaleureuse et pamplemousse vif. Pétillant, probiotique et naturellement bienfaisant.",01KK3FR0F30R9TPGQE08X981XY.jpg,12000,38,1,,,
,3,6,"CITRONNADE SODA","CITRN SODA",citronnade-soda,"Citronnade pétillante au sucre de canne non raffiné. Rafraîchissante, naturelle et légèrement acidulée à souhait.",citronsoda.jpg,9000,39,1,,,
,3,6,"CITRONNADE CHAUDE À LA CANNELLE","CITRN CHD",citronnade-chaude-a-la-cannelle,"Citronnade chaude parfumée à la cannelle, sucrée naturellement au sucre de canne non raffiné. Réconfortante et douce.",citronchau.jpg,9000,40,1,,,
,3,8,OEUF,OEUF,oeuf,"Œuf complet mollet à la japonaise, jaune coulant et savoureux. Supplément parfait pour vos ramen.",oe0307.jpg,1000,41,1,,,
,3,8,"FEUILLE DE NORI 4 PIÈCES","FEU NORI",feuille-de-nori-4-pieces,"Quatre feuilles de nori croustillantes et iodées, parfaites pour accompagner vos ramen, udon ou donburi favoris.",fn0307.jpg,3000,42,1,,,
,3,8,"ALGUE NOIR ÉMINCÉS","ALG NR EMIN",algue-noir-emincees,"Algue nori noire émincée finement (kizami nori), iodée et parfumée. Parfaite pour saupoudrer vos plats.",an0307.jpg,2000,43,1,,,
,3,8,"ALGUE WAKAMÉ VERT","ALG WKM VRT",algue-wakame-vert,"Algue wakamé verte traditionnelle d'Asie, tendre et iodée. Riche en minéraux, idéale pour ramen et salades.",aw0307.jpg,3500,44,1,,,
,3,8,"GARI PINK (GINGEMBRE)","GARI PINK GIN",gari-pink-gingembre,"Gingembre rose mariné japonais (gari), condiment traditionnel qui accompagne sushis et plats de riz.",gp0307.jpg,2500,45,1,,,
,3,8,"AIL FRIT","AIL FRIT",ail-frit,"Ail frit croustillant et parfumé, parfait pour apporter du croquant et de la saveur à vos plats.",af0307.jpg,1000,46,1,,,
,3,8,"FLACONS DE POISSON (鰹節)","FLCN POIS",flacons-de-poisson,"Katsuobushi, bonite séchée et fermentée en flocons. Concentré d'umami pour sublimer vos plats japonais.",fp0307.jpg,4000,47,1,,,
,3,8,"SPICY (ÉPICES)","SPCY EPICES",spicy-epices,"Mélange d'épices japonaises shichimi, piquant et parfumé. Pour relever vos plats selon vos envies.",sp0307.jpg,1000,48,1,,,
,3,8,"DIABLE SPICY","DBL SPCY",diable-spicy,"Épice hyper piquante « diable » pour les amateurs de sensations fortes. À utiliser avec précaution.",ds0307.jpg,2000,49,1,,,
,3,8,"SAUCE SOJA",SOJA,sauce-soja,"Sauce soja japonaise authentique et salée, l'assaisonnement incontournable pour rehausser tous vos plats.",ss0307.jpg,1500,50,1,,,
,3,8,"SAUCE TERIYAKI",TERI,sauce-teriyaki,"Sauce teriyaki japonaise sucrée-salée, brillante et parfumée. Idéale pour sublimer viandes, légumes et riz.",st0307.jpg,1500,51,1,,,
